iter	RMSE
656	5.264466236
657	5.263913466
658	5.262816214
659	5.262010974
660	5.261090854
661	5.260503185
662	5.259939638
663	5.259820045
664	5.259415318
665	5.258647939
666	5.257964679
667	5.257126676
668	5.256730895
669	5.256009603
670	5.255411312
671	5.254756605
672	5.254018303
673	5.253215396
674	5.252591638
675	5.251489942
676	5.251083953
677	5.250143282
678	5.249172717
679	5.248822675
680	5.248028472
681	5.247510105
682	5.246568615
683	5.24511528
684	5.244420834
685	5.243867006
686	5.242429041
687	5.241548032
688	5.240777219
689	5.240362533
690	5.239826023
691	5.238539037
692	5.237676469
693	5.236491016
694	5.235640474
695	5.234755955
696	5.233998604
697	5.233246804
698	5.232136125
699	5.231524307
700	5.231018266
701	5.230098407
702	5.228820798
703	5.227953902
704	5.227247123
705	5.226464089
706	5.225040351
707	5.224608355
708	5.223672773
709	5.223003808
710	5.22206495
711	5.221552952
712	5.220727983
713	5.220337827
714	5.219518809
715	5.219059456
716	5.21810268
717	5.216839971
718	5.216431013
719	5.215508298
720	5.214955282
721	5.214035363
722	5.21327751
723	5.212316164
724	5.211947512
725	5.211045856
726	5.210033815
727	5.209448413
728	5.209176337
729	5.207703239
730	5.20712826
731	5.205824223
732	5.205427932
733	5.204495211
734	5.203938926
735	5.203399308
736	5.202997168
737	5.202497237
738	5.20195861
739	5.201235048
740	5.20035374
741	5.199804793
742	5.199134287
743	5.198649235
744	5.198247506
745	5.197682182
746	5.197109601
747	5.196342056
748	5.195895187
749	5.19525153
750	5.194736125
751	5.194215965
752	5.193317987
753	5.192172779
754	5.191465911
755	5.190716791
756	5.19023781
757	5.189777881
758	5.18864931
759	5.18828894
760	5.187826303
761	5.187274887
762	5.18678338
763	5.185481997
764	5.185084647
765	5.184464119
766	5.184234255
767	5.183394036
768	5.182564465
769	5.18186276
770	5.181221999
771	5.180644676
772	5.180350337
773	5.180041692
774	5.179296797
775	5.178523969
776	5.178078646
777	5.178008749
778	5.177951778
779	5.177371702
780	5.176626292
781	5.176125128
782	5.175312909
783	5.17472111
784	5.173743132
785	5.173286731
786	5.172891309
787	5.172465262
788	5.172172385
789	5.171622864
790	5.171255404
791	5.170691645
792	5.170418204
793	5.170081893
794	5.169187183
795	5.168319777
796	5.167613973
797	5.166919118
798	5.165925172
799	5.165403464
800	5.164449726
801	5.163689172
802	5.163309592
803	5.162999643
804	5.162606008
805	5.162246867
806	5.161746067
807	5.160650071
808	5.15995553
809	5.159557423
810	5.159089986
811	5.15852486
812	5.157891038
813	5.157329101
814	5.156640485
815	5.155696707
816	5.155178377
817	5.154829274
818	5.154475435
819	5.153918671
820	5.15345004
821	5.153097731
822	5.152695495
823	5.152369279
824	5.151929638
825	5.151307814
826	5.15032076
827	5.150028141
828	5.149438673
829	5.148239226
830	5.147489493
831	5.146969366
832	5.146762656
833	5.146338667
834	5.145866204
835	5.145553665
836	5.14479791
837	5.144383082
838	5.143535377
839	5.143457438
840	5.14311924
841	5.142475606
842	5.141912278
843	5.141574144
844	5.141461718
845	5.14102992
846	5.140214395
847	5.13927249
848	5.138525928
849	5.138411272
850	5.138016102
851	5.137632524
852	5.137180565
853	5.136957274
854	5.136628553
855	5.136098785
856	5.134829862
857	5.134231633
858	5.133493953
859	5.133214463
860	5.132096669
861	5.131335352
862	5.130925258
863	5.130561452
864	5.130070672
865	5.129149672
866	5.128660111
867	5.128137827
868	5.127731211
869	5.127651578
870	5.127582537
871	5.126741792
872	5.126236701
873	5.125822026
874	5.125276508
875	5.124809489
876	5.124565762
877	5.124519043
878	5.1238799
879	5.123523631
880	5.123075777
881	5.123032413
882	5.122985697
883	5.122498008
884	5.121850967
885	5.121156015
886	5.121104915
887	5.120903723
888	5.120544235
889	5.119520786
890	5.118829155
891	5.118727543
892	5.118381919
893	5.118038797
894	5.117260435
895	5.11676401
896	5.116382415
897	5.115976092
898	5.115120068
899	5.114431013
900	5.114033361
901	5.11370928
902	5.113287515
903	5.112187031
904	5.11168687
905	5.111344327
906	5.110605447
907	5.110469724
908	5.110402737
909	5.109713318
910	5.109051454
911	5.108551357
912	5.108169417
913	5.108128152
914	5.107907598
915	5.106957404
916	5.10677913
917	5.105950652
918	5.105066466
919	5.104747621
920	5.104343368
921	5.103922628
922	5.102952258
923	5.102847823
924	5.102357907
925	5.101804228
926	5.101476063
927	5.101175009
928	5.100270656
929	5.100008795
930	5.099586272
931	5.099035206
932	5.098663201
933	5.098626314
934	5.097343905
935	5.096817917
936	5.095924982
937	5.095888642
938	5.095541198
939	5.094898742
940	5.094631017
941	5.09456823
942	5.094306309
943	5.093512951
944	5.093150578
945	5.092786432
946	5.092751622
947	5.092638689
948	5.092353438
949	5.092259468
950	5.091843008
951	5.091773605
952	5.091721311
953	5.090840777
954	5.090807316
955	5.090584286
956	5.090038841
957	5.08987053
958	5.089514181
959	5.08941818
960	5.089334699
961	5.088898548
962	5.087634229
963	5.086389089
964	5.08629378
965	5.085659844
966	5.085021585
967	5.08493932
968	5.084906246
969	5.084866403
970	5.084772913
971	5.084373136
972	5.084336746
973	5.083925269
974	5.083265448
975	5.083229104
976	5.083146996
977	5.083066381
978	5.083020011
979	5.082405868
980	5.08220253
981	5.082164648
982	5.081787002
983	5.081415598
984	5.081369327
985	5.080367606
986	5.079413313
987	5.079049123
988	5.078764616
989	5.078731279
990	5.078643773
991	5.07861001
992	5.077405331
993	5.07737317
994	5.077341278
995	5.077252416
996	5.076497616
997	5.076395667
998	5.076030036
999	5.0757313
